latitude;longitude
37,120271;-8,527819
37,120271;-8,527819
37,120271;-8,527819
37,120271;-8,527819
37,120271;-8,527819
37,120271;-8,527819
37,120271;-8,527819
37,120271;-8,527819
37,120271;-8,527819
37,120271;-8,527819
37,120271;-8,527819
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121011;-8,211278
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121223;-8,539971
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,121414;-8,588581
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122034;-8,566073
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,122148;-8,581613
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,12215;-8,520476
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122621;-8,342408
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122754;-7,651274
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,122799;-7,658611
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123233;-8,30862
37,123865;-8,197997
37,123865;-8,197997
37,123865;-8,197997
37,123865;-8,197997
37,123865;-8,197997
37,123865;-8,197997
37,123865;-8,197997
37,123865;-8,197997
37,123865;-8,197997
37,123865;-8,197997
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124084;-8,241778
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,124327;-8,094731
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126489;-7,645871
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,126572;-8,392023
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,127408;-8,664301
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128288;-7,652575
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,128697;-8,040295
37,129359;-7,638256
37,129359;-7,638256
37,129359;-7,638256
37,129359;-7,638256
37,129359;-7,638256
37,129359;-7,638256
37,129359;-7,638256
37,129359;-7,638256
37,12976;-8,006331
37,12976;-8,006331
37,12976;-8,006331
37,12976;-8,006331
37,12976;-8,006331
37,12976;-8,006331
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,129909;-8,595789
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130031;-8,516635
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,130093;-7,646499
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,131626;-8,162216
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,132697;-8,141145
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,133311;-8,020182
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,13338;-7,6036
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,133792;-8,357702
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134091;-7,725051
37,134616;-8,519105
37,134616;-8,519105
37,134616;-8,519105
37,134616;-8,519105
37,134616;-8,519105
37,134616;-8,519105
37,134616;-8,519105
37,134616;-8,519105
37,134616;-8,519105
37,134616;-8,519105
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134928;-8,555912
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,134937;-8,539205
37,135031;-7,5979
37,135031;-7,5979
37,135031;-7,5979
37,135031;-7,5979
37,135031;-7,5979
37,135031;-7,5979
37,135031;-7,5979
37,135031;-7,5979
37,135031;-7,5979
37,135031;-7,5979
37,135031;-7,5979
37,135031;-7,5979
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,135774;-8,566067
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,13659;-7,631711
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136625;-7,644701
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136797;-8,025801
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,136938;-8,021455
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137022;-8,395503
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,137523;-7,915408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,138659;-8,585408
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13871;-8,273848
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,13883;-7,62619
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,139181;-8,53821
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,14041;-8,544016
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141044;-8,026896
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,141315;-8,509944
37,143093;-8,22621
37,143093;-8,22621
37,143093;-8,22621
37,143093;-8,22621
37,143093;-8,22621
37,143093;-8,22621
37,143093;-8,22621
37,143093;-8,22621
37,143093;-8,22621
37,143093;-8,22621
37,143201;-7,98564
37,143201;-7,98564
37,143201;-7,98564
37,143201;-7,98564
37,143201;-7,98564
37,143201;-7,98564
37,143201;-7,98564
37,143201;-7,98564
37,143201;-7,98564
37,143201;-7,98564
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145041;-8,656757
37,145788;-8,508507
37,145788;-8,508507
37,145788;-8,508507
37,145788;-8,508507
37,145788;-8,508507
37,145788;-8,508507
37,145788;-8,508507
37,145788;-8,508507
37,145788;-8,508507
37,145788;-8,508507
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,14597;-8,561589
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146187;-7,600288
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,146191;-8,485316
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,14762;-7,686172
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,147739;-7,806516
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,14849;-8,448152
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,149261;-8,544654
37,150949;-8,180676
37,150949;-8,180676
37,150949;-8,180676
37,150949;-8,180676
37,150949;-8,180676
37,150949;-8,180676
37,150949;-8,180676
37,150949;-8,180676
37,150949;-8,180676
37,150949;-8,180676
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,151826;-8,306174
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,153724;-7,889155
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156571;-7,584973
37,156911;-8,498347
37,156911;-8,498347
37,156911;-8,498347
37,156911;-8,498347
37,156911;-8,498347
37,156911;-8,498347
37,156911;-8,498347
37,156911;-8,498347
37,156911;-8,498347
37,156911;-8,498347
37,157345;-8,112727
37,157345;-8,112727
37,157345;-8,112727
37,157345;-8,112727
37,157345;-8,112727
37,157345;-8,112727
37,157345;-8,112727
37,157345;-8,112727
